House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,ExcaliburBells Street,Jennifer,Page,68,Head,Divorced,Female,Retired Chiropodist,None,None
2,ExcaliburBells Street,Hilary,Taylor,38,Head,Widowed,Female,Comptroller,None,Catholic
2,ExcaliburBells Street,Marie,Taylor,6,Daughter,NA,Female,Student,None,NA
2,ExcaliburBells Street,Hugh,Taylor,3,Adopted Son,NA,Male,Child,None,NA
2,ExcaliburBells Street,Jamie,Taylor,0,Son,NA,Male,Child,None,NA
3,ExcaliburBells Street,Jeffrey,Hamilton,21,Head,Single,Male,University Student,None,None
4,ExcaliburBells Street,Clifford,O'Brien,46,Head,Married,Male,Child psychotherapist,None,Christian
4,ExcaliburBells Street,Jean,O'Brien,43,Wife,Married,Female,Ecologist,None, 
4,ExcaliburBells Street,Tracy,O'Brien,15,Daughter,NA,Female,Student,None,NA
5,ExcaliburBells Street,Emily,Curtis,28,Head,Married,Female,Environmental health practitioner,None,None
5,ExcaliburBells Street,Danny,Curtis,31,Husband,Married,Male,"Geologist, engineering",None,None
5,ExcaliburBells Street,Patrick,Curtis,5,Son,NA,Male,Student,None,NA
5,ExcaliburBells Street,Nicholas,Curtis,4,Son,NA,Male,Child,None,NA
5,ExcaliburBells Street,Claire,Morgan,36,Lodger,Single,Female,Sub,None,None
6,ExcaliburBells Street,Julia,Hussain,42,Head,Married,Female,"Pilot, airline",None,Christian
6,ExcaliburBells Street,Alexander,Hussain,41,Husband,Married,Male,Tour manager,None,None
6,ExcaliburBells Street,Suzanne,Hussain,21,Daughter,Single,Female,University Student,None,Christian
6,ExcaliburBells Street,Ian,Hussain,9,Son,NA,Male,Student,None,NA
7,ExcaliburBells Street,Suzanne,Hayes,80,Head,Single,Female,Retired English as a second language teacher,None,Methodist
7,ExcaliburBells Street,Barry,Hayes,35,Son,Single,Male,Theatre director,None,Methodist
8,ExcaliburBells Street,Holly,Jordan,72,Head,Widowed,Female,Retired Counselling psychologist,None,Christian
8,ExcaliburBells Street,Francis,Jordan,36,Son,Single,Male,"Programmer, applications",None,Christian
9,ExcaliburBells Street,Molly,Ward,32,Head,Divorced,Female,Chief Technology Officer,None,None
9,ExcaliburBells Street,Kenneth,Ward,15,Son,NA,Male,Student,None,NA
9,ExcaliburBells Street,David,Ward,14,Son,NA,Male,Student,None,NA
9,ExcaliburBells Street,Annette,Ward,13,Daughter,NA,Female,Student,None,NA
1,Wells Crescent,Liam,Harding,50,Head,Married,Male,Museum/gallery curator,None,Methodist
1,Wells Crescent,Lydia,Harding,49,Wife,Married,Female,Occupational psychologist,None,Christian
1,Wells Crescent,Jane,Whitehouse-Harding,9,Daughter,NA,Female,Student,None,NA
1,Wells Crescent,Charlene,Whitehouse-Harding,9,Daughter,NA,Female,Student,None,NA
2,Wells Crescent,Stephanie,Carter,44,Head,Married,Female,Estate manager/land agent,None,Methodist
2,Wells Crescent,Bruce,Carter,51,Husband,Married,Male,Social researcher,None,None
2,Wells Crescent,Clifford,Carter,17,Son,NA,Male,Student,None,NA
3,Wells Crescent,Charlene,Hardy,52,Head,Single,Female,Ophthalmologist,None,Christian
3,Wells Crescent,Michael,Jones,55,Partner,Single,Male,"Designer, exhibition/display",None,None
3,Wells Crescent,George,Hardy,8,Son,NA,Male,Student,None,NA
4,Wells Crescent,Nicholas,Carter,27,Head,Single,Male,Estate manager/land agent,None,Catholic
5,Wells Crescent,Abigail,Davies,43,Head,Married,Female,Clinical research associate,None,None
5,Wells Crescent,Cameron,Davies,44,Husband,Married,Male,Sales promotion account executive,None,None
5,Wells Crescent,Annette,Davies,4,Daughter,NA,Female,Child,None,NA
5,Wells Crescent,Jacob,King,35,Lodger,Single,Male,Manufacturing engineer,Unknown Infection,Catholic
6,Wells Crescent,Katie,Gill,45,Head,Divorced,Female,Comptroller,None,Christian
6,Wells Crescent,Kevin,Gill,14,Son,NA,Male,Student,None,NA
6,Wells Crescent,Lawrence,Gill,10,Son,NA,Male,Student,None,NA
7,Wells Crescent,Abbie,Oliver,62,Head,Divorced,Female,Tourism officer,None,Christian
7,Wells Crescent,Max,Oliver,34,Son,Single,Male,Interpreter,None,Christian
8,Wells Crescent,Stacey,Barber,56,Head,Married,Female,Chartered management accountant,None,None
8,Wells Crescent,Barry,Barber,61,Husband,Married,Male,Psychiatric nurse,None,None
8,Wells Crescent,Owen,Barber,17,Son,NA,Male,Student,None,NA
8,Wells Crescent,Michael,Barber,14,Son,NA,Male,Student,None,NA
9,Wells Crescent,Katie,Johnson,18,Head,Single,Female,Student,None,NA
10,Wells Crescent,Karen,Yates,81,Head,Married,Female,Retired Operations geologist,None,Christian
10,Wells Crescent,Clifford,Yates,80,Husband,Married,Male,"Retired Conservation officer, historic buildings",Physical Disability,None
11,Wells Crescent,Clare,Roberts,46,Head,Divorced,Female,Unemployed,None,Methodist
11,Wells Crescent,Hazel,Roberts,0,Daughter,NA,Female,Child,None,NA
11,Wells Crescent,Paula,Brooks,33,Lodger,Single,Female,Mental health nurse,None,None
12,Wells Crescent,Teresa,Gray,58,Head,Married,Female,Camera operator,None,Christian
12,Wells Crescent,Mathew,Gray,63,Husband,Married,Male,"Producer, radio",None,Christian
12,Wells Crescent,Maurice,Gray,29,Son,Single,Male,Training and development officer,None,Christian
13,Wells Crescent,Grace,Knight,23,Head,Single,Female,Professor Emeritus,None,Christian
13,Wells Crescent,Jane,Burrows,59,None,Single,Female,Clinical cytogeneticist,None,Methodist
13,Wells Crescent,Rosie,O'Sullivan,53,None,Single,Female,Geophysical data processor,None,Christian
14,Wells Crescent,Wayne,Chandler,81,Head,Widowed,Male,Retired Theatre stage manager,None,None
14,Wells Crescent,Mary,Lynch,23,Granddaughter,Divorced,Female,Armed forces logistics/support/administrative officer,None,None
14,Wells Crescent,Karen,Lynch,22,Granddaughter,Single,Female,University Student,None,None
15,Wells Crescent,Elizabeth,King,44,Head,Married,Female,Barrister,None,Christian
15,Wells Crescent,Henry,King,48,Husband,Married,Male,Location manager,None,None
15,Wells Crescent,Terence,King,11,Son,NA,Male,Student,None,NA
16,Wells Crescent,Caroline,Lee,44,Head,Married,Female,Print production planner,None,Catholic
16,Wells Crescent,Alan,Lee,50,Husband,Married,Male,"Editor, magazine features",None,Catholic
16,Wells Crescent,Melissa,Mills-Lee,15,Daughter,NA,Female,Student,None,NA
17,Wells Crescent,Anne,Harding,53,Head,Married,Female,Interpreter,None,None
17,Wells Crescent,Bruce,Harding,57,Husband,Married,Male,Chartered loss adjuster,None,None
17,Wells Crescent,Duncan,Harding,27,Son,Single,Male,Commercial/residential surveyor,None,None
18,Wells Crescent,Fiona,Griffin,61,Head,Single,Female,Architect,None,Methodist
18,Wells Crescent,Ben,Wood,64,Partner,Single,Male,Geophysicist/field seismologist,None,None
18,Wells Crescent,Alison,Griffin,15,Daughter,NA,Female,Student,None,NA
19,Wells Crescent,Pamela,Young,21,Head,Single,Female,University Student,None,None
19,Wells Crescent,Samuel,Kelly,24,Partner,Single,Male,"Accountant, chartered management",None,None
19,Wells Crescent,Chelsea,Young,3,Daughter,NA,Female,Child,None,NA
19,Wells Crescent,Hilary,Young,2,Daughter,NA,Female,Child,None,NA
20,Wells Crescent,Denise,Hamilton,50,Head,Single,Female,Mechanical engineer,None,None
20,Wells Crescent,Alan,Clarke,52,Partner,Single,Male,Food technologist,None,None
20,Wells Crescent,Kelly,Hamilton,16,Daughter,NA,Female,Student,None,NA
21,Wells Crescent,Marion,Martin,73,Head,Married,Female,Retired Investment analyst,None,Christian
21,Wells Crescent,Kieran,Martin,74,Husband,Married,Male,Retired Occupational hygienist,None,None
21,Wells Crescent,Geraldine,Martin,42,Daughter,Single,Female,Clinical research associate,None,Christian
22,Wells Crescent,Sally,Day,42,Head,Married,Female,Chartered management accountant,None,None
22,Wells Crescent,Cameron,Day,45,Husband,Married,Male,"Designer, multimedia",None,None
22,Wells Crescent,Bernard,Day,15,Son,NA,Male,Student,None,NA
22,Wells Crescent,Jack,Day,12,Son,NA,Male,Student,None,NA
22,Wells Crescent,Clare,Day,11,Daughter,NA,Female,Student,None,NA
23,Wells Crescent,Charlene,Martin,49,Head,Married,Female,"Designer, interior/spatial",None,None
23,Wells Crescent,Conor,Martin,45,Husband,Married,Male,Building control surveyor,None,None
23,Wells Crescent,Zoe,Martin,19,Daughter,Single,Female,University Student,None,None
23,Wells Crescent,Valerie,Martin,17,Daughter,NA,Female,Student,Mental Disability,NA
1,Parsons Inlet,Patricia,Hart,38,Head,Married,Female,Unemployed,None,Catholic
1,Parsons Inlet,Vincent,Hart,38,Husband,Married,Male,Health visitor,None,Catholic
1,Parsons Inlet,Kathleen,Fraser-Hart,24,Daughter,Divorced,Female,Unemployed,None,None
1,Parsons Inlet,Joel,Fraser-Hart,23,Son,Single,Male,"Producer, radio",None,Catholic
2,Parsons Inlet,Kathleen,Martin,74,Head,Married,Female,Retired TEFL teacher,None,Methodist
2,Parsons Inlet,Glenn,Martin,76,Husband,Married,Male,"Retired Scientist, research (physical sciences)",None,Methodist
2,Parsons Inlet,Beth,Martin,42,Daughter,Single,Female,Unemployed,None,Methodist
3,Parsons Inlet,June,Edwards,40,Head,Divorced,Female,Unemployed,None,None
3,Parsons Inlet,Cameron,Edwards,2,Son,NA,Male,Child,None,NA
3,Parsons Inlet,Ben,Graham,31,Lodger,Single,Male,Aeronautical engineer,None,None
3,Parsons Inlet,Charlie,Simpson,29,Lodger,Single,Male,Trading standards officer,None,Muslim
4,Parsons Inlet,Heather,Davies,51,Head,Married,Female,Equality and diversity officer,None,Catholic
4,Parsons Inlet,Jason,Davies,56,Husband, ,Male,Geochemist,None,Catholic
4,Parsons Inlet,Jacqueline,Davies,12,Daughter,NA,Female,Student,None,NA
4,Parsons Inlet,Gavin,Davies,11,Son,NA,Male,Student,None,NA
5,Parsons Inlet,Irene,Williams,54,Head,Married,Female,Management consultant,None,Christian
5,Parsons Inlet,Denis,Williams,51,Husband,Married,Male,Best boy,None,Christian
5,Parsons Inlet,Lee,Williams,24,Son,Single,Male,"Engineer, maintenance (IT)",None,Christian
5,Parsons Inlet,Tony,Williams,6,Son,NA,Male,Student,None,NA
6,Parsons Inlet,Patricia,Ward,52,Head,Single,Female,"Radiographer, diagnostic",None,Christian
6,Parsons Inlet,Callum,Griffiths,58,Partner,Single,Male,"Education officer, environmental",None,Christian
6,Parsons Inlet,Stanley,Barnett-Ward,17,Son,NA,Male,Student,None,NA
7,Parsons Inlet,Sally,Gibson,35,Head,Married,Female,Health promotion specialist,None,None
7,Parsons Inlet,Alex,Gibson,37,Husband,Married,Male,Commercial horticulturist,None,None
7,Parsons Inlet,Bryan,Gibson,11,Son,NA,Male,Student,None,NA
7,Parsons Inlet,Lynne,Gibson,10,Daughter,NA,Female,Student,None,NA
8,Parsons Inlet,Natasha,Edwards,60,Head,Single,Female,English as a foreign language teacher,None,Christian
8,Parsons Inlet,Christian,Edwards,27,Son,Divorced,Male,Production manager,None,None
8,Parsons Inlet,Amanda,Edwards,25,Daughter,Divorced,Female,Site engineer,None,Christian
8,Parsons Inlet,Elliott,Edwards,24,Son,Single,Male,"Loss adjuster, chartered",None,Christian
8,Parsons Inlet,Kate,Edwards,19,Daughter,Single,Female,University Student,None,None
8,Parsons Inlet,Bruce,Edwards,17,Son,NA,Male,Student,Disabled,NA
8,Parsons Inlet,Gordon,Brown-Edwards,16,Son,NA,Male,Student,None,NA
9,Parsons Inlet,Judith,Smith,35,Head,Married,Female,Geochemist,None,Methodist
9,Parsons Inlet,Denis,Smith,37,Husband,Married,Male,Quality manager,None,None
9,Parsons Inlet,Scott,Smith,0,Son,NA,Male,Child,None,NA
9,Parsons Inlet,Malcolm,Morris,61,Lodger,Single,Male,Secondary school teacher,None,Christian
10,Parsons Inlet,Mary,Watkins,34,Head,Married,Female,Product/process development scientist,None,Christian
10,Parsons Inlet,Darren,Watkins,37,Husband,Married,Male,"Psychologist, clinical",None,None
10,Parsons Inlet,Gordon,Watkins,7,Son,NA,Male,Student,None,NA
10,Parsons Inlet,Benjamin,Watkins,0,Son,NA,Male,Child,None,NA
11,Parsons Inlet,Jacqueline,Connolly,44,Head,Married,Female,Unemployed,None,Methodist
11,Parsons Inlet,Roger,Connolly,45,Husband,Married,Male,Accounting technician,None,None
11,Parsons Inlet,Frederick,Connolly,14,Son,NA,Male,Student,None,NA
11,Parsons Inlet,Joe,Connolly,12,Son,NA,Male,Student,None,NA
12,Parsons Inlet,Natalie,Stevens,62,Head,Single,Female,"Engineer, building services",None,None
12,Parsons Inlet,Grace,Lawrence,33,None,Single,Female,"Programme researcher, broadcasting/film/video",Physical Disability,None
12,Parsons Inlet,Mandy,Burrows,43,None,Single,Female,Theatre manager,None,Methodist
12,Parsons Inlet,Reece,Archer,64,None,Single,Male,"Designer, multimedia",None,Christian
12,Parsons Inlet,Stewart,Taylor,51,None,Single,Male,Optometrist,None,Christian
13,Parsons Inlet,Ruth,Adams,37,Head,Single,Female,Company secretary,None,Catholic
13,Parsons Inlet,Stewart,Russell,38,Partner,Single,Male,Editorial assistant,None,None
13,Parsons Inlet,Jacob,Adams,7,Son,NA,Male,Student,None,NA
13,Parsons Inlet,June,Adams,7,Daughter,NA,Female,Student,None,NA
14,Parsons Inlet,Hayley,Patel,48,Head,Married,Female,Podiatrist,None,None
14,Parsons Inlet,Henry,Patel,54,Husband,Married,Male,Web designer,None,None
14,Parsons Inlet,Josephine,Patel,21,Daughter,Single,Female,University Student,None,None
14,Parsons Inlet,Jacqueline,Patel,14,Daughter,NA,Female,Student,None,NA
14,Parsons Inlet,William,Patel,14,Son,NA,Male,Student,None,NA
15,Parsons Inlet,Phillip,Davies,66,Head,Married,Male,Barrister's clerk,None,None
15,Parsons Inlet,Joanna,Davies,64,Wife,Married,Female,Social researcher,None,None
15,Parsons Inlet,Ruth,Davies,10,Granddaughter,NA,Female,Student,None,NA
15,Parsons Inlet,Daniel,Fisher,6,Grandson,NA,Male,Student,None,NA
15,Parsons Inlet,Dale,Fisher,3,Grandson,NA,Male,Child,None,NA
15,Parsons Inlet,Susan,Duncan-Fisher,0,Granddaughter,NA,Female,Child,None,NA
16,Parsons Inlet,Cheryl,Barker,41,Head,Single,Female,Unemployed,None,Catholic
16,Parsons Inlet,Samuel,Barker,6,Son,NA,Male,Student,None,NA
16,Parsons Inlet,Suzanne,Barker,3,Daughter,NA,Female,Child,None,NA
16,Parsons Inlet,Bethan,Patterson,26,Lodger,Single,Female,"Designer, blown glass/stained glass",None,Muslim
16,Parsons Inlet,Clare,Skinner,44,Lodger,Single,Female,Freight forwarder,None,Christian
16,Parsons Inlet,Declan,Saunders,32,Sibling,Divorced,Male,Web designer,None,Catholic
17,Parsons Inlet,Eleanor,James,42,Head,Single,Female,"Teacher, adult education",None,None
17,Parsons Inlet,Lee,James,5,Son,NA,Male,Student,None,NA
18,Parsons Inlet,Toby,Matthews,36,Head,Single,Male,"Designer, exhibition/display",None,None
18,Parsons Inlet,Phillip,Smith,47,None,Single,Male,Civil Service administrator,None,None
18,Parsons Inlet,Margaret,Tucker,40,None,Single,Female,Chemical engineer,None,Catholic
18,Parsons Inlet,Lindsey,Berry,44,None,Single,Female,Retail merchandiser,None,Methodist
19,Parsons Inlet,Shaun,Allen,50,Head,Married,Male,Mental health nurse,None,Catholic
19,Parsons Inlet,Maureen,Allen,53,Wife,Married,Female,"Engineer, aeronautical",None,Catholic
19,Parsons Inlet,Ben,Allen,22,Son,Single,Male,Herpetologist,None,None
19,Parsons Inlet,Connor,Allen,11,Son,NA,Male,Student,None,NA
1,Preston Plains,Carl,Peacock,68,Head,Widowed,Male,Retired Health promotion specialist,None,Christian
2,Preston Plains,Danielle,Gibbs,60,Head,Single,Female,Geochemist,None,Christian
2,Preston Plains,Sophie,Gibbs,38,Daughter,Single,Female,Dance movement psychotherapist,None,Christian
3,Preston Plains,Roger,Smith,58,Head,Widowed,Male,Environmental consultant,None,Christian
4,Preston Plains,Justin,Bennett,68,Head,Widowed,Male,Retired Social worker,None,Methodist
5,Preston Plains,Chelsea,Foster,68,Head,Widowed,Female,"Retired Loss adjuster, chartered",None,None
6,Preston Plains,Reece,Steele,75,Head,Widowed,Male,"Retired Designer, blown glass/stained glass",None,Catholic
7,Preston Plains,Barbara,Jackson,64,Head,Divorced,Female,Retail merchandiser,None,Christian
7,Preston Plains,Dorothy,Roberts,14,Granddaughter,NA,Female,Student,None,NA
8,Preston Plains,Suzanne,Pollard,83,Head,Single,Female,Retired Commercial horticulturist,None,None
9,Preston Plains,Brenda,Spencer,41,Head,Married,Female,Medical sales representative,None,Methodist
9,Preston Plains,Phillip,Spencer,42,Husband,Married,Male,Advertising account planner,None,Methodist
9,Preston Plains,Lorraine,Spencer,14,Daughter,NA,Female,Student,None,NA
9,Preston Plains,Cheryl,Spencer,10,Daughter,NA,Female,Student,None,NA
10,Preston Plains,Glen,Walker,40,Head,Divorced,Male,"Engineer, communications",None,Christian
11,Preston Plains,Jade,Jarvis,62,Head,Single,Female,Charity officer,None,Methodist
11,Preston Plains,Ashleigh,Murray,57,None,Single,Female,Maintenance engineer,None,None
12,Preston Plains,Edward,Hill,66,Head,Widowed,Male,Ambulance person,Physical Disability,Christian
13,Preston Plains,Jemma,Norris-Smith,48,Head,Divorced,Female,"Designer, interior/spatial",None,None
13,Preston Plains,Marilyn,Norris-Smith,17,Daughter,NA,Female,Student,None,NA
13,Preston Plains,Sian,Norris-Smith,11,Daughter,NA,Female,Student,None,NA
14,Preston Plains,Iain,Brown,22,Head,Single,Male,IT technical support officer,None,Methodist
15,Preston Plains,Stephen,Thomas,27,Head,Single,Male,"Editor, magazine features",Physical Disability,Christian
16,Preston Plains,George,Owens,31,Head,Single,Male,Manufacturing systems engineer,None,None
17,Preston Plains,Debra,Cameron,48,Head,Married,Female,"Designer, television/film set",None,None
17,Preston Plains,Sean,Cameron,52,Husband,Married,Male,Public relations officer,None,None
17,Preston Plains,Elizabeth,Cameron,17,Daughter,NA,Female,Student,None,NA
18,Preston Plains,Tracey,Johnson,33,Head,Married,Female,Art gallery manager,None,None
18,Preston Plains,Lisa,Johnson,35,Wife,Married,Female,Medical physicist,None,None
19,Preston Plains,Jason,Jenkins,63,Head,Married,Male,Risk manager,None,None
19,Preston Plains,Joyce,Jenkins,60,Wife,Married,Female,"Scientist, research (life sciences)",None,None
19,Preston Plains,Conor,Jenkins,40,Son,Single,Male,"Physicist, medical",None,None
20,Preston Plains,Abbie,Smith,54,Head,Married,Female,Merchant navy officer,None,None
20,Preston Plains,Marcus,Smith,58,Husband,Married,Male,"Surveyor, mining",None,None
20,Preston Plains,Allan,Smith,24,Son,Single,Male,Armed forces training and education officer,None,None
1,Libradeal Lane,Georgia,Williams,26,Head,Married,Female,"Therapist, music",None,None
1,Libradeal Lane,Andrew,Williams,25,Husband,Married,Male,Nature conservation officer,None,None
2,Libradeal Lane,Katie,Brown,64,Head,Divorced,Female,Research scientist (life sciences),None,Christian
3,Libradeal Lane,Marie,Hudson,31,Head,Single,Female,Financial controller,None,Catholic
3,Libradeal Lane,Clive,Wilson,34,None,Single,Male,Senior tax professional/tax inspector,None,None
4,Libradeal Lane,Katy,Cook,74,Head,Widowed,Female,Retired Contracting civil engineer,None,Christian
1,Easter Street,Keith,Parsons,33,Head,Single,Male,Financial manager,None,Catholic
2,Easter Street,Sarah,Adams,59,Head,Single,Female,Clinical embryologist,None,Christian
2,Easter Street,Justin,Shaw,66,Partner,Single,Male,Ergonomist,None,None
3,Easter Street,Jade,King,56,Head,Divorced,Female,Radiation protection practitioner,None,Catholic
3,Easter Street,Glen,King,16,Step-Son,NA,Male,Student,None,NA
3,Easter Street,Scott,Douglas,15,Step-Son,NA,Male,Student,None,NA
3,Easter Street,Alex,Turner,11,Step-Son,NA,Male,Student,None,NA
3,Easter Street,Howard,Turner,6,Step-Son,NA,Male,Student,None,NA
4,Easter Street,Judith,Cook,39,Head,Married,Female,Astronomer,None,None
4,Easter Street,George,Cook,41,Husband,Married,Male,Company secretary,None,None
4,Easter Street,Chelsea,Cook,17,Daughter,NA,Female,Student,None,NA
4,Easter Street,Matthew,Cook,13,Son,NA,Male,Student,None,NA
4,Easter Street,Beverley,Cook,13,Daughter,NA,Female,Student,None,NA
5,Easter Street,Katherine,Young,52,Head,Single,Female,Minerals surveyor,None,Methodist
5,Easter Street,Antony,Russell,38,None,Single,Male,Consulting civil engineer,None,Catholic
1,Keeper Street,Barbara,Smith,27,Head,Single,Female,Immigration officer,None,Catholic
1,Keeper Street,Roger,Smith,9,Son,NA,Male,Student,None,NA
2,Keeper Street,Gordon,Williams,27,Head,Single,Male,Jewellery designer,None,None
3,Keeper Street,Peter,Byrne,94,Head,Married,Male,"Retired Journalist, broadcasting",None,Christian
3,Keeper Street,Dawn,Byrne,92,Wife,Married,Female,Retired Building control surveyor,None,Christian
4,Keeper Street,Paula,White,48,Head,Divorced,Female,Optometrist,None,Christian
5,Keeper Street,Graeme,Hunt,40,Head,Single,Male,Music tutor,None,Catholic
6,Keeper Street,Marilyn,Harvey,60,Head,Single,Female,Public relations account executive,None,None
7,Keeper Street,Kimberley,Turner,37,Head,Single,Female,Environmental health practitioner,Blind,Catholic
1,Gardiner Drive,Abigail,Ali,68,Head,Married,Female,Retired Animal technologist,None,Christian
1,Gardiner Drive,Trevor,Ali,68,Husband,Married,Male,Retired Freight forwarder,None,Christian
1,Gardiner Drive,Annette,Ali,28,Daughter,Single,Female,Unemployed,None,Christian
1,Gardiner Drive,Heather,Ali,25,Daughter,Single,Female,Armed forces logistics/support/administrative officer,None,None
2,Gardiner Drive,Clare,Lewis,50,Head,Married,Female,"Psychologist, sport and exercise",None,None
2,Gardiner Drive,Antony,Lewis,56,Husband,Married,Male,Music tutor,None,None
2,Gardiner Drive,Rachel,Lewis,15,Daughter,NA,Female,Student,None,NA
2,Gardiner Drive,Max,Lewis,11,Son,NA,Male,Student,None,NA
2,Gardiner Drive,Graham,Lewis,10,Son,NA,Male,Student,None,NA
3,Gardiner Drive,Joanne,Richards,42,Head,Single,Female,Unemployed,None,Catholic
3,Gardiner Drive,Jeremy,Richards,6,Son,NA,Male,Student,None,NA
3,Gardiner Drive,Beth,Richards,4,Daughter,NA,Female,Child,None,NA
3,Gardiner Drive,Marilyn,Goodwin,57,Lodger,Divorced,Female,"Production assistant, radio",None,Christian
3,Gardiner Drive,Kelly,Walsh,37,Lodger,Single,Female,Diagnostic radiographer,None,Catholic
4,Gardiner Drive,Alex,Ward,55,Head,Divorced,Male,Statistician,None,Christian
5,Gardiner Drive,David,Wilson,33,Head,Single,Male,Unemployed,None,Methodist
5,Gardiner Drive,Lydia,Wilson,13,Daughter,NA,Female,Student,None,NA
5,Gardiner Drive,Paige,Wilson,11,Daughter,NA,Female,Student,None,NA
5,Gardiner Drive,Jamie,Davies-Wilson,7,Son,NA,Male,Student,None,NA
6,Gardiner Drive,Hilary,Brown,46,Head,Divorced,Female,Advertising copywriter,None,None
6,Gardiner Drive,Katy,Brown,10,Daughter,NA,Female,Student,None,NA
7,Gardiner Drive,Carole,Doyle,33,Head,Married,Female,Amenity horticulturist,None,None
7,Gardiner Drive,Bradley,Doyle,38,Husband,Married,Male,Art therapist,None,None
7,Gardiner Drive,Gregory,Doyle,6,Son,NA,Male,Student,None,NA
8,Gardiner Drive,Annette,Long,25,Head,Single,Female,Commercial/residential surveyor,None,None
8,Gardiner Drive,Emily,Smith,51,Lodger,Single,Female,Podiatrist,None,Methodist
8,Gardiner Drive,Jacqueline,Parkes,23,Lodger,Single,Female,Interior and spatial designer,None,Catholic
9,Gardiner Drive,Martyn,Jones,48,Head,Married,Male,Hydrologist,None,Christian
9,Gardiner Drive,Clare,Jones,46,Wife,Married,Female,Risk manager,None,None
9,Gardiner Drive,Trevor,Jones,9,Son,NA,Male,Student,None,NA
9,Gardiner Drive,Martin,Jones,6,Son,NA,Male,Student,None,NA
10,Gardiner Drive,John,Curtis,25,Head,Married,Male,Health service manager,None,None
10,Gardiner Drive,Sian,Curtis,22,Wife,Married,Female,University Student,None,None
11,Gardiner Drive,Josh,Rahman,39,Head,Divorced,Male,Unemployed,None,Christian
11,Gardiner Drive,Joseph,Rahman,9,Son,NA,Male,Student,None,NA
11,Gardiner Drive,Gareth,Rahman,8,Son,NA,Male,Student,None,NA
11,Gardiner Drive,Bethan,Rahman,7,Daughter,NA,Female,Student,None,NA
12,Gardiner Drive,Victoria,Kirk,81,Head,Widowed,Female,Unemployed,None,None
13,Gardiner Drive,Marilyn,Walker,30,Head,Divorced,Female,Unemployed,None,Catholic
13,Gardiner Drive,Sylvia,Walker,13,Daughter,NA,Female,Student,None,NA
14,Gardiner Drive,Douglas,Bennett,59,Head,Married,Male,Armed forces training and education officer,None,None
14,Gardiner Drive,Lynda,Bennett,54,Wife,Married,Female,Tourism officer,None,None
15,Gardiner Drive,Lauren,Smith,41,Head,Married,Female,"Solicitor, Scotland",None,Christian
15,Gardiner Drive,Gordon,Smith,44,Husband,Married,Male,"Runner, broadcasting/film/video",Disabled,None
15,Gardiner Drive,Paula,Smith,23,Daughter,Widowed,Female,"Therapist, drama",None,Christian
15,Gardiner Drive,Christopher,Smith,21,Son,Single,Male,University Student,None,Christian
16,Gardiner Drive,Gemma,Clark,54,Head,Married,Female,Product/process development scientist,None,None
16,Gardiner Drive,Ross,Clark,56,Husband,Married,Male,Unemployed,None,None
16,Gardiner Drive,Max,Clark,25,Son,Single,Male,"Engineer, broadcasting (operations)",None,None
17,Gardiner Drive,Susan,Perkins,29,Head,Single,Female,"Engineer, drilling",None,None
17,Gardiner Drive,Neil,Jones,31,None,Single,Male,Actor,None,None
17,Gardiner Drive,Sylvia,Parker,47,None,Single,Female,"Teacher, secondary school",None,None
17,Gardiner Drive,Oliver,Bull,37,None,Single,Male,"Programmer, applications",None,None
18,Gardiner Drive,Mary,Weston,31,Head,Married,Female,"Psychotherapist, child",None,Christian
18,Gardiner Drive,Allan,Weston,35,Husband,Married,Male,Human resources officer,None,Christian
19,Gardiner Drive,Colin,Carter,57,Head,Single,Male,Fisheries officer,None,Catholic
19,Gardiner Drive,Nicola,Watson,43,None,Single,Female,Insurance account manager,None,Christian
19,Gardiner Drive,Jill,Cooper,57,None,Single,Female,Records manager,None,Catholic
20,Gardiner Drive,Mohammed,Hall,64,Head,Single,Male,Animal technologist,None,Christian
20,Gardiner Drive,Anne,Hall,5,Granddaughter,NA,Female,Student,None,NA
20,Gardiner Drive,Kevin,Hall,3,Grandson,NA,Male,Child,None,NA
20,Gardiner Drive,Christopher,Hall,2,Grandson,NA,Male,Child,None,NA
21,Gardiner Drive,Norman,Lyons,29,Head,Single,Male,Unemployed,None,Catholic
21,Gardiner Drive,Bethany,Pope,24,Partner,Single,Female,Medical sales representative,None,Catholic
22,Gardiner Drive,Hilary,Dixon,20,Head,Single,Female,University Student,None,Catholic
22,Gardiner Drive,Maurice,Williams,22,Partner,Single,Male,University Student,None,Catholic
23,Gardiner Drive,Angela,Smith,80,Head,Widowed,Female,"Retired Surveyor, rural practice",None,None
24,Gardiner Drive,Alice,Brooks,42,Head,Single,Female,Publishing rights manager,None,None
25,Gardiner Drive,Kerry,Hunter,65,Head,Married,Female,Leisure centre manager,None,Methodist
25,Gardiner Drive,Richard,Joyce,69,Husband,Married,Male,Retired Training and development officer,None,Methodist
25,Gardiner Drive,Natalie,Hunter,28,Daughter,Single,Female,Astronomer,None,Methodist
26,Gardiner Drive,Elliot,Barlow,50,Head,Divorced,Male,Colour technologist,None,Methodist
26,Gardiner Drive,Lorraine,Harper-Barlow,13,Granddaughter,NA,Female,Student,None,NA
26,Gardiner Drive,Kirsty,Farmer,10,Granddaughter,NA,Female,Student,None,NA
